t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t,dt_wait,dt_x,dt_y
1111,-2.77,-69.16,5.24,14.26,0.9846,19,0,1.00,None,1,0.00,0.00,0.00
1112,-2.77,-69.16,5.24,14.26,0.9846,19,0,1.00,None,1,0.00,0.00,0.00
1113,-2.83,-68.10,5.20,14.94,0.9846,19,0,1.00,None,1,0.00,0.00,0.00
1114,-2.83,-68.10,5.20,14.94,0.9846,19,0,1.00,None,1,0.00,0.00,0.00
1115,-2.86,-67.62,5.18,15.66,0.9846,19,0,1.00,None,1,0.00,0.00,0.00
1116,-2.90,-67.09,5.16,15.96,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1117,-2.90,-67.09,5.16,15.96,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1118,-2.90,-67.09,5.16,15.96,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1119,-2.90,-67.09,5.16,15.96,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1120,-2.90,-67.09,5.16,15.96,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1121,-2.90,-67.09,5.16,15.96,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1122,-3.01,-65.13,5.10,16.30,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1123,-3.01,-65.13,5.10,16.30,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1124,-3.01,-65.13,5.10,16.30,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1125,-3.01,-65.13,5.10,16.30,0.9845,19,0,1.00,None,1,0.00,0.00,0.00
1126,-3.09,-63.86,5.04,17.51,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1127,-3.09,-63.86,5.04,17.51,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1128,-3.13,-63.25,5.04,18.22,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1129,-3.13,-63.25,5.04,18.22,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1130,-3.13,-63.25,5.04,18.22,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1131,-3.13,-63.25,5.04,18.22,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1132,-3.23,-61.63,5.04,18.56,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1133,-3.23,-61.63,5.04,18.56,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1134,-3.23,-61.63,5.04,18.56,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1135,-3.23,-61.63,5.04,18.56,0.9844,19,0,1.00,None,1,0.00,0.00,0.00
1136,-3.31,-60.24,5.04,19.43,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1137,-3.31,-60.24,5.04,19.43,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1138,-3.31,-60.24,5.04,19.43,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1139,-3.38,-59.07,5.04,20.15,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1140,-3.38,-59.07,5.04,20.15,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1141,-3.38,-59.07,5.04,20.15,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1142,-3.46,-57.76,5.04,20.73,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1143,-3.46,-57.76,5.04,20.73,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1144,-3.46,-57.76,5.04,20.73,0.9843,19,0,1.00,None,1,0.00,0.00,0.00
1145,-3.54,-56.37,5.04,21.36,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1146,-3.54,-56.37,5.04,21.36,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1147,-3.54,-56.37,5.04,21.36,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1148,-3.62,-55.05,5.04,22.01,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1149,-3.62,-55.05,5.04,22.01,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1150,-3.68,-54.20,5.04,22.62,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1151,-3.68,-54.20,5.04,22.62,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1152,-3.68,-54.20,5.04,22.62,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1153,-3.68,-54.20,5.04,22.62,0.9842,19,0,1.00,None,1,0.00,0.00,0.00
1154,-3.79,-52.24,5.04,22.99,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1155,-3.79,-52.24,5.04,22.99,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1156,-3.79,-52.24,5.04,22.99,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1157,-3.79,-52.24,5.04,22.99,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1158,-3.90,-50.56,5.04,23.85,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1159,-3.90,-50.56,5.04,23.85,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1160,-3.90,-50.56,5.04,23.85,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1161,-3.98,-49.13,5.04,24.55,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1162,-3.98,-49.13,5.04,24.55,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1163,-3.98,-49.13,5.04,24.55,0.9841,19,0,1.00,None,1,0.00,0.00,0.00
1164,-4.07,-47.66,5.04,25.14,0.9840,19,0,1.00,None,1,0.00,0.00,0.00
1165,-4.07,-47.66,5.04,25.14,0.9840,19,0,1.00,None,1,0.00,0.00,0.00
1166,-4.07,-47.66,5.04,25.14,0.9840,19,0,1.00,None,1,0.00,0.00,0.00
1167,-4.17,-45.94,5.04,25.72,0.9840,19,0,1.00,None,1,0.00,0.00,0.00
1168,-4.17,-45.94,5.04,25.72,0.9840,19,0,1.00,None,1,0.00,0.00,0.00
1169,-4.17,-45.94,5.04,25.72,0.9840,19,0,1.00,None,1,0.00,0.00,0.00
1170,-4.28,-44.22,5.04,26.39,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1171,-4.28,-44.22,5.04,26.39,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1172,-4.28,-44.22,5.04,26.39,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1173,-4.39,-42.36,5.04,28.10,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1174,-4.39,-42.36,5.04,28.10,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1175,-4.39,-42.36,5.04,28.10,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1176,-4.39,-42.36,5.04,28.10,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1177,-4.51,-40.44,5.04,29.95,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1178,-4.51,-40.44,5.04,29.95,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1179,-4.51,-40.44,5.04,29.95,0.9839,19,0,1.00,None,1,0.00,0.00,0.00
1180,-4.64,-38.29,5.04,32.29,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1181,-4.64,-38.29,5.04,32.29,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1182,-4.64,-38.29,5.04,32.29,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1183,-4.77,-36.16,5.03,34.94,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1184,-4.77,-36.16,5.03,34.94,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1185,-4.77,-36.16,5.03,34.94,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1186,-4.91,-33.74,5.03,37.48,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1187,-4.91,-33.74,5.03,37.48,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1188,-4.91,-33.74,5.03,37.48,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1189,-4.91,-33.74,5.03,37.48,0.9838,19,0,1.00,None,1,0.00,0.00,0.00
1190,-5.07,-31.11,5.03,40.33,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1191,-5.07,-31.11,5.03,40.33,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1192,-5.07,-31.11,5.03,40.33,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1193,-5.24,-28.25,5.03,43.39,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1194,-5.24,-28.25,5.03,43.39,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1195,-5.24,-28.25,5.03,43.39,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1196,-5.42,-25.42,5.03,46.55,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1197,-5.42,-25.42,5.03,46.55,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1198,-5.42,-25.42,5.03,46.55,0.9837,19,0,1.00,None,1,0.00,0.00,0.00
1199,-5.58,-22.73,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1200,-5.58,-22.73,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1201,-5.73,-20.25,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1202,-5.73,-20.25,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1203,-5.85,-18.29,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1204,-5.85,-18.29,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1205,-5.93,-17.00,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1206,-5.93,-17.00,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1207,-5.93,-17.00,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1208,-5.93,-17.00,5.04,48.42,0.9836,19,0,1.00,None,1,0.00,0.00,0.00
1209,-6.20,-12.50,5.04,48.42,0.9835,19,0,1.00,None,1,0.00,0.00,0.00
1210,-6.20,-12.50,5.04,48.42,0.9835,19,0,1.00,None,1,0.00,0.00,0.00
1211,-6.20,-12.50,5.04,48.42,0.9835,19,0,1.00,None,1,0.00,0.00,0.00
1212,-6.20,-12.50,5.04,48.42,0.9835,19,0,1.00,None,1,0.00,0.00,0.00
1213,-6.20,-12.50,5.04,48.42,0.9835,19,0,1.00,None,1,0.00,0.00,0.00
1214,-6.45,-8.40,5.04,48.42,0.9835,19,0,1.00,None,1,0.00,0.00,0.00
1215,-6.45,-8.40,5.04,48.42,0.9835,19,0,1.00,None,1,0.00,0.00,0.00
1216,-6.45,-8.40,5.04,48.42,0.9835,19,0,1.00,None,1,0.00,0.00,0.00
1217,-6.64,-5.27,5.04,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1218,-6.64,-5.27,5.04,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1219,-6.64,-5.27,5.04,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1220,-6.83,-2.07,5.03,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1221,-6.83,-2.07,5.03,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1222,-6.83,-2.07,5.03,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1223,-6.83,-2.07,5.03,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1224,-7.04,1.38,5.02,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1225,-7.04,1.38,5.02,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1226,-7.04,1.38,5.02,48.42,0.9834,19,0,1.00,None,1,0.00,0.00,0.00
1227,-7.25,4.91,5.02,48.42,0.9833,19,0,1.00,None,1,0.00,0.00,0.00
1228,-7.25,4.91,5.02,48.42,0.9833,19,0,1.00,None,1,0.00,0.00,0.00
1229,-7.25,4.91,5.02,48.42,0.9833,19,0,1.00,None,1,0.00,0.00,0.00
1230,-7.43,7.90,5.02,48.42,0.9833,19,0,1.00,None,1,0.00,0.00,0.00
1231,-7.43,7.90,5.02,48.42,0.9833,19,0,1.00,None,1,0.00,0.00,0.00
1232,-7.54,9.72,5.02,48.42,0.9833,19,0,1.00,None,1,0.00,0.00,0.00
1233,-7.54,9.72,5.02,48.42,0.9833,19,0,1.00,None,1,0.00,0.00,0.00
1234,-7.54,9.72,5.02,48.42,0.9833,19,0,1.00,None,1,0.00,0.00,0.00
1235,-7.72,12.71,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1236,-7.72,12.71,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1237,-7.72,12.71,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1238,-7.89,15.44,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1239,-7.96,16.59,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1240,-7.96,16.59,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1241,-7.96,16.59,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1242,-8.09,18.78,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1243,-8.09,18.78,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1244,-8.09,18.78,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1245,-8.09,18.78,5.02,48.42,0.9832,19,0,1.00,None,1,0.00,0.00,0.00
1246,-8.35,23.06,5.02,48.42,0.9831,19,0,1.00,None,1,0.00,0.00,0.00
1247,-8.35,23.06,5.02,48.42,0.9831,19,0,1.00,None,1,0.00,0.00,0.00
1248,-8.49,25.41,5.02,48.42,0.9831,19,0,1.00,None,1,0.00,0.00,0.00
1249,-8.55,26.38,5.01,48.42,0.9831,19,0,1.00,None,1,0.00,0.00,0.00
1250,-8.55,26.38,5.01,48.42,0.9831,19,0,1.00,None,1,0.00,0.00,0.00
1251,-8.55,26.38,5.01,48.42,0.9831,19,0,1.00,None,1,0.00,0.00,0.00
1252,-8.55,26.38,5.01,48.42,0.9831,19,0,1.00,None,1,0.00,0.00,0.00
1253,-8.55,26.38,5.01,48.42,0.9831,19,0,1.00,None,1,0.00,0.00,0.00
1254,-8.80,30.49,5.01,48.42,0.9830,19,0,1.00,None,1,0.00,0.00,0.00
1255,-8.80,30.49,5.01,48.42,0.9830,19,0,1.00,None,1,0.00,0.00,0.00
1256,-8.94,32.90,5.01,48.42,0.9830,19,0,1.00,None,1,0.00,0.00,0.00
1257,-9.00,33.87,5.01,48.42,0.9830,19,0,1.00,None,1,0.00,0.00,0.00
1258,-9.00,33.87,5.01,48.42,0.9830,19,0,1.00,None,1,0.00,0.00,0.00
1259,-9.00,33.87,5.01,48.42,0.9830,19,0,1.00,None,1,0.00,0.00,0.00
1260,-9.00,33.87,5.01,48.42,0.9830,19,0,1.00,None,1,0.00,0.00,0.00
1261,-9.25,37.93,5.01,48.42,0.9829,19,0,1.00,None,1,0.00,0.00,0.00
1262,-9.25,37.93,5.01,48.42,0.9829,19,0,1.00,None,1,0.00,0.00,0.00
1263,-9.25,37.93,5.01,48.42,0.9829,19,0,1.00,None,1,0.00,0.00,0.00
1264,-9.39,40.24,5.01,48.42,0.9829,19,0,1.00,None,1,0.00,0.00,0.00
1265,-9.44,41.16,5.01,48.42,0.9829,19,0,1.00,None,1,0.00,0.00,0.00
1266,-9.44,41.16,5.01,48.42,0.9829,19,0,1.00,None,1,0.00,0.00,0.00
1267,-9.44,41.16,5.01,48.42,0.9829,19,0,1.00,None,1,0.00,0.00,0.00
1268,-9.44,41.16,5.01,48.42,0.9829,19,0,1.00,None,1,0.00,0.00,0.00
1269,-9.69,45.18,5.01,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1270,-9.69,45.18,5.01,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1271,-9.69,45.18,5.01,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1272,-9.84,47.68,5.01,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1273,-9.90,48.73,5.01,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1274,-9.90,48.73,5.01,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1275,-9.90,48.73,5.01,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1276,-9.90,48.73,5.01,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1277,-10.16,53.02,5.02,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1278,-10.16,53.02,5.02,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1279,-10.16,53.02,5.02,48.42,0.9828,19,0,1.00,None,1,0.00,0.00,0.00
1280,-10.36,56.25,5.02,48.42,0.9827,19,0,1.00,None,1,0.00,0.00,0.00
1281,-10.36,56.25,5.02,48.42,0.9827,19,0,1.00,None,1,0.00,0.00,0.00
1282,-10.36,56.25,5.02,48.42,0.9827,19,0,1.00,None,1,0.00,0.00,0.00
1283,-10.52,58.93,5.02,48.42,0.9827,19,0,1.00,None,1,0.00,0.00,0.00
1284,-10.52,58.93,5.02,48.42,0.9827,19,0,1.00,None,1,0.00,0.00,0.00
1285,-10.63,60.77,5.02,48.42,0.9827,19,0,1.00,None,1,0.00,0.00,0.00
1286,-10.70,61.92,5.02,48.42,0.9827,19,0,1.00,None,1,0.00,0.00,0.00
1287,-10.70,61.92,5.02,48.42,0.9827,19,0,1.00,None,1,0.00,0.00,0.00
1288,-10.82,63.98,5.02,48.42,0.9826,19,0,1.00,None,1,0.00,0.00,0.00
1289,-10.82,63.98,5.02,48.42,0.9826,19,0,1.00,None,1,0.00,0.00,0.00
1290,-10.82,63.98,5.02,48.42,0.9826,19,0,1.00,None,1,0.00,0.00,0.00
1291,-10.82,63.98,5.02,48.42,0.9826,19,0,1.00,None,1,0.00,0.00,0.00
1292,-10.82,63.98,5.02,48.42,0.9826,19,0,1.00,None,1,0.00,0.00,0.00
1293,-11.09,68.47,5.02,48.42,0.9826,19,0,1.00,None,1,0.00,0.00,0.00
1294,-11.09,68.47,5.02,48.42,0.9826,19,0,1.00,None,1,0.00,0.00,0.00
1295,-11.09,68.47,5.02,48.42,0.9826,19,0,1.00,None,1,0.00,0.00,0.00
1296,-11.28,71.55,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1297,-11.28,71.55,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1298,-11.28,71.55,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1299,-11.43,74.00,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1300,-11.43,74.00,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1301,-11.56,76.20,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1302,-11.56,76.20,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1303,-11.70,78.42,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1304,-11.70,78.42,5.03,48.42,0.9825,19,0,1.00,None,1,0.00,0.00,0.00
1305,-11.80,80.17,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1306,-11.80,80.17,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1307,-11.94,82.45,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1308,-11.94,82.45,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1309,-11.94,82.45,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1310,-12.12,85.34,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1311,-12.12,85.34,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1312,-12.22,87.04,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1313,-12.22,87.04,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1314,-12.22,87.04,5.03,48.42,0.9824,19,0,1.00,None,1,0.00,0.00,0.00
1315,-12.35,89.30,5.03,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1316,-12.35,89.30,5.03,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1317,-12.35,89.30,5.03,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1318,-12.35,89.30,5.03,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1319,-12.60,93.32,5.05,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1320,-12.60,93.32,5.05,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1321,-12.75,95.87,5.04,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1322,-12.75,95.87,5.04,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1323,-12.75,95.87,5.04,48.42,0.9823,19,0,1.00,None,1,0.00,0.00,0.00
1324,-12.91,98.41,5.04,53.24,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1325,-12.91,98.41,5.04,53.24,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1326,-13.07,101.15,5.04,57.61,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1327,-13.07,101.15,5.04,57.61,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1328,-13.24,104.00,5.08,61.97,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1329,-13.24,104.00,5.08,61.97,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1330,-13.35,105.75,5.06,0.00,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1331,-13.35,105.75,5.06,0.00,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1332,-13.35,105.75,5.06,0.00,0.9822,19,0,1.00,None,1,0.00,0.00,0.00
1333,-13.35,105.75,5.06,0.00,0.9821,19,0,1.00,None,1,0.00,0.00,0.00
1334,-13.35,105.75,5.06,0.00,0.9821,19,0,1.00,None,1,0.00,0.00,0.00
1335,-13.35,105.75,5.06,0.00,0.9821,19,0,1.00,None,1,0.00,0.00,0.00
1336,-13.35,105.75,5.06,0.00,0.9821,19,0,1.00,None,1,0.00,0.00,0.00
1337,-13.35,105.75,5.06,0.00,0.9821,19,0,1.00,None,1,0.00,0.00,0.00
1338,-13.35,105.75,5.06,0.00,0.9821,19,0,1.00,None,1,0.00,0.00,0.00
1339,-13.35,105.75,5.06,0.00,0.9821,19,0,1.00,None,1,0.00,0.00,0.00
1340,-13.35,105.75,5.06,0.00,0.9821,19,0,1.00,None,1,0.00,0.00,0.00
1341,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1342,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1343,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1344,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1345,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1346,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1347,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1348,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1349,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1350,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1351,-13.35,105.75,5.06,0.00,0.9820,19,0,1.00,None,1,0.00,0.00,0.00
1352,-13.35,105.75,5.06,0.00,0.9819,19,0,1.00,None,1,0.00,0.00,0.00
1353,-13.35,105.75,5.06,0.00,0.9819,19,0,1.00,None,1,0.00,0.00,0.00
1354,-13.35,105.75,5.06,0.00,0.9819,19,0,1.00,None,1,0.00,0.00,0.00
1355,-13.35,105.75,5.06,0.00,0.9819,19,0,1.00,None,1,0.00,0.00,0.00
1356,-13.35,105.75,5.06,0.00,0.9819,19,0,1.00,None,1,0.00,0.00,0.00
1357,-13.35,105.75,5.06,0.00,0.9819,19,0,1.00,None,1,0.00,0.00,0.00
1358,-13.35,105.75,5.06,0.00,0.9819,19,0,1.00,None,1,0.00,0.00,0.00
1359,-13.35,105.75,5.06,0.00,0.9819,19,0,1.00,None,1,0.00,0.00,0.00
1360,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1361,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1362,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1363,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1364,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1365,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1366,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1367,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1368,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1369,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1370,-13.35,105.75,5.06,0.00,0.9818,19,0,1.00,None,1,0.00,0.00,0.00
1371,-13.35,105.75,5.06,0.00,0.9817,19,0,1.00,None,1,0.00,0.00,0.00
1372,-13.35,105.75,5.06,0.00,0.9817,19,0,1.00,None,1,0.00,0.00,0.00
1373,-13.35,106.00,5.06,4.82,0.9817,19,0,1.00,None,1,0.00,0.00,0.00
1374,-13.35,106.00,5.06,4.82,0.9817,19,0,1.00,None,1,0.00,0.00,0.00
1375,-13.35,106.00,5.06,4.82,0.9817,19,0,1.00,None,1,0.00,0.00,0.00
1376,-13.35,106.00,5.06,4.82,0.9817,19,0,1.00,None,1,0.00,0.00,0.00
1377,-13.35,106.00,5.06,4.82,0.9817,19,0,1.00,None,1,0.00,0.00,0.00
1378,-13.35,106.92,5.05,9.66,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1379,-13.35,106.92,5.05,9.66,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1380,-13.35,106.92,5.05,9.66,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1381,-13.35,108.04,5.04,18.34,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1382,-13.35,108.04,5.04,18.34,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1383,-13.35,108.04,5.04,18.34,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1384,-13.35,109.39,5.04,23.94,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1385,-13.35,109.39,5.04,23.94,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1386,-13.35,110.52,5.04,29.10,0.9816,19,0,1.00,None,1,0.00,0.00,0.00
1387,-13.35,111.15,5.04,32.65,0.9815,19,0,1.00,None,1,0.00,0.00,0.00
1388,-13.35,111.15,5.04,32.65,0.9815,19,0,1.00,None,1,0.00,0.00,0.00
1389,-13.35,112.69,5.04,34.39,0.9815,19,0,1.00,None,1,0.00,0.00,0.00
1390,-13.35,112.69,5.04,34.39,0.9815,19,0,1.00,None,1,0.00,0.00,0.00
1391,-13.35,112.69,5.04,34.39,0.9815,19,0,1.00,None,1,0.00,0.00,0.00
1392,-13.35,112.69,5.04,34.39,0.9815,19,0,1.00,None,1,0.00,0.00,0.00
