t,p_t_x,p_t_y,h_t,v_t,e_t,|A_t|,|M_t|,o_s_t,Pi,D_t,dt_wait,dt_x,dt_y
2385,-6.68,109.50,5.04,73.15,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2386,-6.68,109.50,5.04,73.15,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2387,-6.68,109.50,5.04,73.15,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2388,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2389,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2390,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2391,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2392,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2393,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2394,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2395,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2396,-6.60,105.75,5.04,0.00,0.9704,19,0,1.00,None,1,0.00,0.00,0.00
2397,-6.60,105.75,5.04,0.00,0.9703,19,0,1.00,None,1,0.00,0.00,0.00
2398,-6.60,105.75,5.04,0.00,0.9703,19,0,1.00,None,1,0.00,0.00,0.00
2399,-6.60,105.75,5.04,0.00,0.9703,19,0,1.00,None,1,0.00,0.00,0.00
2400,-6.60,105.75,5.04,0.00,0.9703,19,0,1.00,None,1,0.00,0.00,0.00
2401,-6.60,105.75,5.04,0.00,0.9703,19,0,1.00,None,1,0.00,0.00,0.00
2402,-6.60,105.75,5.04,0.00,0.9703,19,0,1.00,None,1,0.00,0.00,0.00
2403,-6.60,105.75,5.04,0.00,0.9703,19,0,1.00,None,1,0.00,0.00,0.00
2404,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2405,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2406,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2407,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2408,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2409,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2410,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2411,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2412,-6.60,105.75,5.04,0.00,0.9702,19,0,1.00,None,1,0.00,0.00,0.00
2413,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2414,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2415,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2416,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2417,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2418,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2419,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2420,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2421,-6.60,105.75,5.04,0.00,0.9701,19,0,1.00,None,1,0.00,0.00,0.00
2422,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2423,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2424,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2425,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2426,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2427,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2428,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2429,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2430,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2431,-6.60,105.75,5.04,0.00,0.9700,19,0,1.00,None,1,0.00,0.00,0.00
2432,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2433,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2434,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2435,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2436,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2437,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2438,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2439,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2440,-6.60,105.75,5.04,0.00,0.9699,19,0,1.00,None,1,0.00,0.00,0.00
2441,-6.60,105.75,5.04,0.00,0.9698,19,0,1.00,None,1,0.00,0.00,0.00
2442,-6.60,105.75,5.04,0.00,0.9698,19,0,1.00,None,1,0.00,0.00,0.00
2443,-6.60,105.75,5.04,0.00,0.9698,19,0,1.00,None,1,0.00,0.00,0.00
2444,-6.60,105.75,5.04,0.00,0.9698,19,0,1.00,None,1,0.00,0.00,0.00
2445,-6.60,105.75,5.04,0.00,0.9698,19,0,1.00,None,1,0.00,0.00,0.00
2446,-6.60,105.75,5.04,0.00,0.9698,19,0,1.00,None,1,0.00,0.00,0.00
2447,-6.60,105.75,5.04,0.00,0.9698,19,0,1.00,None,1,0.00,0.00,0.00
2448,-6.60,105.94,5.04,4.16,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2449,-6.60,105.94,5.04,4.16,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2450,-6.59,106.33,5.04,8.39,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2451,-6.59,106.33,5.04,8.39,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2452,-6.59,106.33,5.04,8.39,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2453,-6.58,106.92,5.04,12.63,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2454,-6.58,106.92,5.04,12.63,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2455,-6.58,106.92,5.04,12.63,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2456,-6.58,106.92,5.04,12.63,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2457,-6.55,108.37,5.04,16.89,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2458,-6.55,108.37,5.04,16.89,0.9697,19,0,1.00,None,1,0.00,0.00,0.00
2459,-6.52,109.46,5.04,24.74,0.9696,19,0,1.00,None,1,0.00,0.00,0.00
2460,-6.52,109.46,5.04,24.74,0.9696,19,0,1.00,None,1,0.00,0.00,0.00
2461,-6.50,110.73,5.03,28.77,0.9696,19,0,1.00,None,1,0.00,0.00,0.00
2462,-6.50,110.73,5.03,28.77,0.9696,19,0,1.00,None,1,0.00,0.00,0.00
2463,-6.50,110.73,5.03,28.77,0.9696,19,0,1.00,None,1,0.00,0.00,0.00
2464,-6.46,112.59,5.03,32.80,0.9696,19,0,1.00,None,1,0.00,0.00,0.00
2465,-6.46,112.59,5.03,32.80,0.9696,19,0,1.00,None,1,0.00,0.00,0.00
2466,-6.43,113.92,5.03,37.99,0.9696,19,0,1.00,None,1,0.00,0.00,0.00
2467,-6.42,114.57,5.03,41.21,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2468,-6.39,116.07,5.03,42.65,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2469,-6.39,116.07,5.03,42.65,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2470,-6.39,116.07,5.03,42.65,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2471,-6.35,118.09,5.03,45.87,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2472,-6.35,118.09,5.03,45.87,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2473,-6.35,118.09,5.03,45.87,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2474,-6.35,118.09,5.03,45.87,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2475,-6.26,122.27,5.03,49.90,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2476,-6.26,122.27,5.03,49.90,0.9695,19,0,1.00,None,1,0.00,0.00,0.00
2477,-6.21,124.95,5.03,57.56,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2478,-6.19,125.93,5.03,61.82,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2479,-6.15,127.78,5.03,63.27,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2480,-6.15,127.78,5.03,63.27,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2481,-6.15,127.78,5.03,63.27,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2482,-6.15,127.78,5.03,63.27,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2483,-6.15,127.78,5.03,63.27,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2484,-6.04,133.47,5.03,65.95,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2485,-6.04,133.47,5.03,65.95,0.9694,19,0,1.00,None,1,0.00,0.00,0.00
2486,-5.96,137.14,5.03,73.84,0.9693,19,0,1.00,None,1,0.00,0.00,0.00
2487,-5.96,137.14,5.03,73.84,0.9693,19,0,1.00,None,1,0.00,0.00,0.00
2488,-5.90,140.30,5.03,78.39,0.9693,19,0,1.00,None,1,0.00,0.00,0.00
2489,-5.90,140.30,5.03,78.39,0.9693,19,0,1.00,None,1,0.00,0.00,0.00
2490,-5.90,140.30,5.03,78.39,0.9693,19,0,1.00,None,1,0.00,0.00,0.00
2491,-5.85,142.60,5.03,0.00,0.9693,19,0,1.00,None,1,0.00,0.00,0.00
2492,-5.85,142.60,5.03,0.00,0.9693,19,0,1.00,None,1,0.00,0.00,0.00
2493,-5.85,142.60,5.03,0.00,0.9693,19,0,1.00,None,1,0.00,0.00,0.00
2494,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2495,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2496,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2497,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2498,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2499,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2500,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2501,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2502,-5.85,142.60,5.03,0.00,0.9692,19,0,1.00,None,1,0.00,0.00,0.00
2503,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2504,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2505,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2506,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2507,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2508,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2509,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2510,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2511,-5.85,142.60,5.03,0.00,0.9691,19,0,1.00,None,1,0.00,0.00,0.00
2512,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2513,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2514,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2515,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2516,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2517,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2518,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2519,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2520,-5.85,142.60,5.03,0.00,0.9690,19,0,1.00,None,1,0.00,0.00,0.00
2521,-5.85,142.60,5.03,0.00,0.9689,19,0,1.00,None,1,0.00,0.00,0.00
2522,-5.85,142.60,5.03,0.00,0.9689,19,0,1.00,None,1,0.00,0.00,0.00
2523,-5.85,142.60,5.03,0.00,0.9689,19,0,1.00,None,1,0.00,0.00,0.00
2524,-5.85,142.60,5.03,0.00,0.9689,19,0,1.00,None,1,0.00,0.00,0.00
2525,-5.85,142.60,5.03,0.00,0.9689,19,0,1.00,None,1,0.00,0.00,0.00
2526,-5.85,142.60,5.03,0.00,0.9689,19,0,1.00,None,1,0.00,0.00,0.00
2527,-5.85,142.60,5.03,0.00,0.9689,19,0,1.00,None,1,0.00,0.00,0.00
2528,-5.85,142.60,5.03,0.00,0.9689,19,0,1.00,None,1,0.00,0.00,0.00
2529,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2530,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2531,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2532,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2533,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2534,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2535,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2536,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2537,-5.85,142.60,5.03,0.00,0.9688,19,0,1.00,None,1,0.00,0.00,0.00
2538,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2539,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2540,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2541,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2542,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2543,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2544,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2545,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2546,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2547,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2548,-5.85,142.60,5.03,0.00,0.9687,19,0,1.00,None,1,0.00,0.00,0.00
2549,-5.85,142.43,5.03,3.96,0.9686,19,0,1.00,None,1,0.00,0.00,0.00
2550,-5.85,142.43,5.03,3.96,0.9686,19,0,1.00,None,1,0.00,0.00,0.00
2551,-5.84,142.10,5.03,7.81,0.9686,19,0,1.00,None,1,0.00,0.00,0.00
2552,-5.84,142.10,5.03,7.81,0.9686,19,0,1.00,None,1,0.00,0.00,0.00
2553,-5.84,142.10,5.03,7.81,0.9686,19,0,1.00,None,1,0.00,0.00,0.00
2554,-5.84,142.10,5.03,7.81,0.9686,19,0,1.00,None,1,0.00,0.00,0.00
2555,-5.82,141.16,5.03,11.73,0.9686,19,0,1.00,None,1,0.00,0.00,0.00
2556,-5.82,141.16,5.03,11.73,0.9686,19,0,1.00,None,1,0.00,0.00,0.00
2557,-5.80,140.39,5.03,19.06,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2558,-5.80,140.06,5.03,22.76,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2559,-5.78,139.17,5.03,24.06,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2560,-5.78,139.17,5.03,24.06,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2561,-5.78,139.17,5.03,24.06,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2562,-5.78,139.17,5.03,24.06,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2563,-5.78,139.17,5.03,24.06,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2564,-5.73,136.89,5.03,27.47,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2565,-5.73,136.89,5.03,27.47,0.9685,19,0,1.00,None,1,0.00,0.00,0.00
2566,-5.70,135.23,5.03,35.05,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2567,-5.69,134.68,5.03,39.38,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2568,-5.66,133.37,5.03,40.68,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2569,-5.66,133.37,5.03,40.68,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2570,-5.66,133.37,5.03,40.68,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2571,-5.66,133.37,5.03,40.68,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2572,-5.66,133.37,5.03,40.68,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2573,-5.59,129.62,5.03,43.62,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2574,-5.59,129.62,5.03,43.62,0.9684,19,0,1.00,None,1,0.00,0.00,0.00
2575,-5.53,127.08,5.03,51.48,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2576,-5.53,127.08,5.03,51.48,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2577,-5.49,124.79,5.03,56.00,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2578,-5.49,124.79,5.03,56.00,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2579,-5.43,121.94,5.03,59.74,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2580,-5.43,121.94,5.03,59.74,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2581,-5.43,121.94,5.03,59.74,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2582,-5.35,118.01,5.03,68.15,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2583,-5.35,118.01,5.03,68.15,0.9683,19,0,1.00,None,1,0.00,0.00,0.00
2584,-5.30,115.37,5.03,69.63,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2585,-5.30,115.37,5.03,69.63,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2586,-5.30,115.37,5.03,69.63,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2587,-5.30,115.37,5.03,69.63,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2588,-5.18,109.56,5.04,73.09,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2589,-5.18,109.56,5.04,73.09,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2590,-5.18,109.56,5.04,73.09,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2591,-5.10,105.75,5.04,0.00,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2592,-5.10,105.75,5.04,0.00,0.9682,19,0,1.00,None,1,0.00,0.00,0.00
2593,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2594,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2595,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2596,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2597,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2598,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2599,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2600,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2601,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2602,-5.10,105.75,5.04,0.00,0.9681,19,0,1.00,None,1,0.00,0.00,0.00
2603,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2604,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2605,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2606,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2607,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2608,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2609,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2610,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2611,-5.10,105.75,5.04,0.00,0.9680,19,0,1.00,None,1,0.00,0.00,0.00
2612,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2613,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2614,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2615,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2616,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2617,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2618,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2619,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2620,-5.10,105.75,5.04,0.00,0.9679,19,0,1.00,None,1,0.00,0.00,0.00
2621,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2622,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2623,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2624,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2625,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2626,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2627,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2628,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2629,-5.10,105.75,5.04,0.00,0.9678,19,0,1.00,None,1,0.00,0.00,0.00
2630,-5.10,105.75,5.04,0.00,0.9677,19,0,1.00,None,1,0.00,0.00,0.00
2631,-5.10,105.75,5.04,0.00,0.9677,19,0,1.00,None,1,0.00,0.00,0.00
2632,-5.10,105.75,5.04,0.00,0.9677,19,0,1.00,None,1,0.00,0.00,0.00
2633,-5.10,105.75,5.04,0.00,0.9677,19,0,1.00,None,1,0.00,0.00,0.00
2634,-5.10,105.75,5.04,0.00,0.9677,19,0,1.00,None,1,0.00,0.00,0.00
2635,-5.10,105.75,5.04,0.00,0.9677,19,0,1.00,None,1,0.00,0.00,0.00
2636,-5.10,105.75,5.04,0.00,0.9677,19,0,1.00,None,1,0.00,0.00,0.00
2637,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2638,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2639,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2640,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2641,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2642,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2643,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2644,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2645,-5.10,105.75,5.04,0.00,0.9676,19,0,1.00,None,1,0.00,0.00,0.00
2646,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2647,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2648,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2649,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2650,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2651,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2652,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2653,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2654,-5.10,105.75,5.04,0.00,0.9675,19,0,1.00,None,1,0.00,0.00,0.00
2655,-5.10,105.95,5.04,4.16,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2656,-5.10,105.95,5.04,4.16,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2657,-5.10,105.95,5.04,4.16,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2658,-5.10,105.95,5.04,4.16,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2659,-5.10,105.95,5.04,4.16,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2660,-5.08,106.67,5.04,8.45,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2661,-5.08,106.67,5.04,8.45,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2662,-5.07,107.39,5.04,16.27,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2663,-5.06,107.73,5.04,20.31,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2664,-5.06,107.73,5.04,20.31,0.9674,19,0,1.00,None,1,0.00,0.00,0.00
2665,-5.04,108.54,5.04,21.86,0.9673,19,0,1.00,None,1,0.00,0.00,0.00
2666,-5.04,108.54,5.04,21.86,0.9673,19,0,1.00,None,1,0.00,0.00,0.00
2667,-5.04,108.54,5.04,21.86,0.9673,19,0,1.00,None,1,0.00,0.00,0.00
2668,-5.04,108.54,5.04,21.86,0.9673,19,0,1.00,None,1,0.00,0.00,0.00
